"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","C_Org","C_Rspnbl","O_CrtvImag","E_EnerLev","C_Prdctv","N_Anxty","E_Scblty","count","satisfaction"
3.46105662859811,2.42521725328311,2,1.4070783106894,5,4,5,3.44621150052965,3.83855417661719,3.407787100272,2.5,3,37,4.61936811171472
3,3,2.66666666666667,1.81632787697855,3,2,2.458936369738,2.01500305603026,1.6225576896989,2.54636399739185,4,2,38,2.04663322400302
3,3,2.5,2.60056870750463,2.40568801987854,4,3,3,3,3.66547564622572,2,2.60536549601237,39,3.64028664212674
2.5,2,1,0.840518977808182,3.44294394095617,3,4,3.38102965995015,3.82685849718644,3.99417905604333,3,4,40,1.76985771395266
4,3,2,2.92722341106093,3,2,3.66210549324581,3.17602698316872,2,2,2.66666666666667,4.55215612247568,41,1.27198015525937
3,1.78554604681714,2,3,4,3.87152232149987,4,4.34231233114913,3,3,2,2,42,1.31238718889654
2,3,2,4,4.31133359069421,2,3.34366820081663,4,4,3,2.5,2.07670069140129,43,1.81515379808843
4,4,3.5,3,4,3.67752963441933,4,2.77324264390743,3,4,3,2.79967344934926,44,3.1170287951827
3,1,3,3.69296315199949,1.00434459155655,3.2175489201512,3.65107136764174,3,3,3,3,4.00642170044448,45,3.8085159342736
4,3,4,3,2.07795531515808,2.34912215823658,2,4,2,2.67457489109324,4,1.33359785026487,46,1.90690654795617
5,4,1.5,3,4,2,2.89073368526486,3.12886247713026,2.54684409900571,4,2,2,47,3.67962683457881
4.52060367154469,4,1.5,2,0.663333164249166,2.94784193723122,2.62409195189092,4,4.52393437869544,3,2,4.14192589259397,48,3.31859245151281
3,4.13641609836315,2.5,3,3.93455895751741,3.24109707234886,3,4,3,5,3,3,49,3.33577758911997
3,3,3,2.5,3,2.69963899169657,4.13443331206058,2.8480870284835,2.64950367543031,3,3,3,50,3.30596715770662
1.0595358350766,2.84182224075084,2.5,3,3,4,3,3.06520686850804,3,3.36147731176173,3,3,51,2.66867038607597
2,4.7401061310727,2,3.15557693543762,3,3,4,2.43725845840282,4,3.87962455142144,3,3,52,2.63667778205127
3.64976090811514,1.99035149865311,1,2.5,2.5434583900548,5.1599994417062,4,3.5,3,3,2,2.81771002429683,53,1.80670258775353
3.32718070492141,3.58527408467353,3,2.89250559425947,4,2.84821565280447,3,2,3,4,2.5,2,54,4.20680623035878
2.93836398552413,3.45366867717891,3,2,3.49396640229762,3,3,3.5,4,5.1491349396363,3,4,55,2.74590747430921
3,3,3,4.31738982551105,3,2.54745338616467,3,4.20594872414567,3.91094228999912,3.6493601239392,3,3,56,3.44543231558055
3,3.75234087986303,1,2,3.52325220112344,3.87236292810242,3.86968064706938,3,4,3,3,4,57,3.78650249447674
3.51220791207369,4,2.5,2.20685537290542,4,2,4,4,4,3.87584606974622,3,4.5147587589974,58,4.05367284081876
